AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_000002945.1	4896	GCF_000002945.1	ASM294v2	Schizosaccharomyces pombe (fission yeast)	4896	Schizosaccharomyces pombe	GCA_000002945.2GCF_000002945.1identical	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces pombe
GCF_003054445.1	4909	GCF_003054445.1	ASM305444v1	Pichia kudriavzevii (budding yeasts)	4909	Pichia kudriavzevii	GCA_003054445.1GCF_003054445.1different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
GCF_000243375.1	4950	GCF_000243375.1	ASM24337v1	Torulaspora delbrueckii (budding yeasts)	4950	Torulaspora delbrueckii	GCA_000243375.1GCF_000243375.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora delbrueckii
GCF_000026365.1	4956	GCF_000026365.1	ASM2636v1	Zygosaccharomyces rouxii (budding yeasts)	4956	Zygosaccharomyces rouxii	GCA_000026365.1GCF_000026365.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces rouxii
GCF_002775015.1	498019	GCF_002775015.1	Cand_auris_B11221_V1	[Candida] auris (budding yeasts)	498019	[Candida] auris	GCA_002775015.1GCF_002775015.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	[Candida] auris
GCF_000150675.1	498257	GCF_000150675.1	ASM15067v2	Verticillium dahliae VdLs.17 (ascomycetes)	27337	Verticillium dahliae	GCA_000150675.2GCF_000150675.1identical	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium dahliae
GCF_002102565.1	4999	GCF_002102565.1	Kocim1	Kockovaella imperatae (basidiomycetes)	4999	Kockovaella imperatae	GCA_002102565.1GCF_002102565.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella imperatae
GCF_000226395.1	500485	GCF_000226395.1	PenChr_Nov2007	Penicillium rubens Wisconsin 54-1255 (ascomycetes)	1108849	Penicillium rubens	GCA_000226395.1GCF_000226395.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium rubens
GCF_000150705.2	502779	GCF_000150705.2	Paracocci_br_Pb01_V2	Paracoccidioides lutzii Pb01 (ascomycetes)	1048829	Paracoccidioides lutzii	GCA_000150705.2GCF_000150705.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	NA	Paracoccidioides	Paracoccidioides lutzii
GCF_000150735.1	502780	GCF_000150735.1	Paracocci_br_Pb18_V2	Paracoccidioides brasiliensis Pb18 (ascomycetes)	121759	Paracoccidioides brasiliensis	GCA_000150735.2GCF_000150735.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	NA	Paracoccidioides	Paracoccidioides brasiliensis
GCF_000002855.3	5061	GCF_000002855.3	ASM285v2	Aspergillus niger (ascomycetes)	5061	Aspergillus niger	GCA_000002855.2GCF_000002855.3different	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
GCF_000184455.2	510516	GCF_000184455.2	ASM18445v3	Aspergillus oryzae RIB40 (ascomycetes)	5062	Aspergillus oryzae	GCA_000184455.3GCF_000184455.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae
GCF_000213175.1	510951	GCF_000213175.1	v2.0	Neurospora tetrasperma FGSC 2508 (ascomycetes)	40127	Neurospora tetrasperma	GCA_000213175.1GCF_000213175.1identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma
GCF_000226545.1	515849	GCF_000226545.1	ASM22654v1	Podospora anserina S mat+ (ascomycetes)	5145	Podospora anserina	GCA_000226545.1GCF_000226545.1identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora anserina
GCF_000150825.1	526221	GCF_000150825.1	ASM15082v1	Verticillium alfalfae VaMs.102 (ascomycetes)	1051613	Verticillium alfalfae	GCA_000150825.1GCF_000150825.1identical	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium alfalfae
GCF_000150975.2	535722	GCF_000150975.1	MS_CBS118893	Nannizzia gypsea CBS 118893 (ascomycetes)	63402	Nannizzia gypsea	GCA_000150975.2GCF_000150975.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	Nannizzia gypsea
GCF_000002545.3	5478	GCF_000002545.3	ASM254v2	[Candida] glabrata (budding yeasts)	5478	[Candida] glabrata	GCA_000002545.2GCF_000002545.3different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	[Candida] glabrata
GCF_003327735.1	5486	GCF_003327735.1	ASM332773v1	Candida viswanathii (budding yeasts)	5486	Candida viswanathii	GCA_003327735.1GCF_003327735.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida viswanathii
GCF_000151145.1	554155	GCF_000151145.1	ASM15114v1	Microsporum canis CBS 113480 (ascomycetes)	63405	Microsporum canis	GCA_000151145.1GCF_000151145.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum	Microsporum canis
GCF_000146045.2	559292	GCF_000146045.2	R64	Saccharomyces cerevisiae S288C (baker's yeast)	4932	Saccharomyces cerevisiae	GCA_000146045.2GCF_000146045.2different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
GCF_000142805.1	559295	GCF_000142805.1	ASM14280v1	Lachancea thermotolerans CBS 6340 (budding yeasts)	381046	Lachancea thermotolerans	GCA_000142805.1GCF_000142805.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea thermotolerans
GCF_000003855.2	559298	GCF_000003855.2	BD_SLH14081_V1	Blastomyces gilchristii SLH14081 (ascomycetes)	1681229	Blastomyces gilchristii	GCA_000003855.2GCF_000003855.2identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces gilchristii
GCF_000151425.1	559305	GCF_000151425.1	ASM15142v1	Trichophyton rubrum CBS 118892 (ascomycetes)	5551	Trichophyton rubrum	GCA_000151425.1GCF_000151425.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum
GCF_001642055.1	5599	GCF_001642055.1	Altal1	Alternaria alternata (ascomycetes)	5599	Alternaria alternata	GCA_001642055.1GCF_001642055.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
GCF_000732125.1	563466	GCF_000732125.1	ScApio1.0	Scedosporium apiospermum (ascomycetes)	563466	Scedosporium apiospermum	GCA_000732125.1GCF_000732125.1identical	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium apiospermum
GCF_900007375.1	56646	GCF_900007375.1	ASM90000737v1	Fusarium venenatum (ascomycetes)	56646	Fusarium venenatum	GCA_900007375.1GCF_900007375.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium venenatum
GCF_000835495.1	569365	GCF_000835495.1	Clad_immu_CBS83496_V1	Cladophialophora immunda (ascomycetes)	569365	Cladophialophora immunda	GCA_000835495.1GCF_000835495.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora immunda
GCF_000226095.1	573729	GCF_000226095.1	ASM22609v1	Thermothelomyces thermophilus ATCC 42464 (ascomycetes)	78579	Thermothelomyces thermophilus	GCA_000226095.1GCF_000226095.1identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	Thermothelomyces thermophilus
GCF_000026945.1	573826	GCF_000026945.1	ASM2694v1	Candida dubliniensis CD36 (budding yeasts)	42374	Candida dubliniensis	GCA_000026945.1GCF_000026945.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida dubliniensis
GCF_000226115.1	578455	GCF_000226115.1	ASM22611v1	Thielavia terrestris NRRL 8126 (ascomycetes)	35720	Thielavia terrestris	GCA_000226115.1GCF_000226115.1identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia terrestris
GCF_000271645.1	578456	GCF_000271645.1	Treme1	Tremella mesenterica DSM 1558 (witches' butter)	5217	Tremella mesenterica	GCA_000271645.1GCF_000271645.1identical	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella mesenterica
GCF_000218685.1	578457	GCF_000218685.1	v1.0	Serpula lacrymans var. lacrymans S7.9 (dry rot fungus)	85982	Serpula lacrymans	GCA_000218685.1GCF_000218685.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula lacrymans
GCF_000143185.1	578458	GCF_000143185.1	v1.0	Schizophyllum commune H4-8 (basidiomycetes)	5334	Schizophyllum commune	GCA_000143185.1GCF_000143185.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
GCF_001329695.1	578459	GCF_001329695.1	Rhoba1_1	Rhodotorula graminis WP1 (basidiomycetes)	29898	Rhodotorula graminis	GCA_001329695.1GCF_001329695.1identical	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula graminis
GCF_001447935.1	58627	GCF_001447935.1	debFab1.0	Debaryomyces fabryi (budding yeasts)	58627	Debaryomyces fabryi	GCA_001447935.1GCF_001447935.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces fabryi
GCF_003025115.1	58853	GCF_003025115.1	Trici v4.0	Trichoderma citrinoviride (ascomycetes)	58853	Trichoderma citrinoviride	GCA_003025115.1GCF_003025115.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma citrinoviride
GCF_003144115.1	58919	GCF_003144115.1	Tilwa1	Tilletiopsis washingtonensis (basidiomycetes)	58919	Tilletiopsis washingtonensis	GCA_003144115.1GCF_003144115.1identical	Eukaryota	Basidiomycota	Exobasidiomycetes	Entylomatales	NA	Tilletiopsis	Tilletiopsis washingtonensis
GCF_000223465.1	590646	GCF_000223465.1	Candida tenuis v1.0	Yamadazyma tenuis ATCC 10573 (budding yeasts)	2315449	Yamadazyma tenuis	GCA_000223465.1GCF_000223465.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma tenuis
GCF_000300555.1	597362	GCF_000300555.1	Agabi_varbur_1	Agaricus bisporus var. burnettii JB137-S8 (basidiomycetes)	5341	Agaricus bisporus	GCA_000300555.1GCF_000300555.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus
GCF_000313525.1	599839	GCF_000313525.1	ASM31352v1	Fibroporia radiculosa (basidiomycetes)	599839	Fibroporia radiculosa	GCA_000313525.1GCF_000313525.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	NA	Fibroporia	Fibroporia radiculosa
GCF_000223485.1	619300	GCF_000223485.1	Spathaspora passalidarum v2.0	Spathaspora passalidarum NRRL Y-27907 (budding yeasts)	340170	Spathaspora passalidarum	GCA_000223485.1GCF_000223485.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	Spathaspora passalidarum
GCF_000027005.1	644223	GCF_000027005.1	ASM2700v1	Komagataella phaffii GS115 (budding yeasts)	460519	Komagataella phaffii	GCA_000027005.1GCF_000027005.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella phaffii
GCF_000145635.1	644352	GCF_000145635.1	Gae_graminis_V2	Gaeumannomyces tritici R3-111a-1 (ascomycetes)	36779	Gaeumannomyces tritici	GCA_000145635.1GCF_000145635.1identical	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	Gaeumannomyces tritici
GCF_000149035.1	645133	GCF_000149035.1	C_graminicola_M1_001_V1	Colletotrichum graminicola M1.001 (ascomycetes)	31870	Colletotrichum graminicola	GCA_000149035.1GCF_000149035.1identical	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola
GCF_000182565.1	645134	GCF_000182565.1	S_punctatus_V1	Spizellomyces punctatus DAOM BR117 (chytrids)	109760	Spizellomyces punctatus	GCA_000182565.2GCF_000182565.1identical	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces punctatus
GCF_002105155.1	64571	GCF_002105155.1	Lobtra1	Lobosporangium transversale (fungi)	64571	Lobosporangium transversale	GCA_002105155.1GCF_002105155.1identical	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
GCF_000300595.1	650164	GCF_000300595.1	Phanerochaete carnosa HHB-10118-Sp v1.0	Phanerochaete carnosa HHB-10118-sp (basidiomycetes)	231932	Phanerochaete carnosa	GCA_000300595.1GCF_000300595.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete carnosa
GCF_000004155.1	653667	GCF_000004155.1	SCY4	Schizosaccharomyces cryophilus OY26 (ascomycetes)	866546	Schizosaccharomyces cryophilus	GCA_000004155.2GCF_000004155.1identical	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces cryophilus
GCF_000280675.1	655819	GCF_000280675.1	ASM28067v1	Beauveria bassiana ARSEF 2860 (ascomycetes)	176275	Beauveria bassiana	GCA_000280675.1GCF_000280675.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana
GCF_000187405.1	655827	GCF_000187405.1	MetAcr_May2010	Metarhizium acridum CQMa 102 (ascomycetes)	92637	Metarhizium acridum	GCA_000187405.1GCF_000187405.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium acridum
GCF_000187425.2	655844	GCF_000187425.2	MAA 2.0	Metarhizium robertsii ARSEF 23 (ascomycetes)	568076	Metarhizium robertsii	GCA_000187425.2GCF_000187425.2identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium robertsii
GCF_000143105.1	655863	GCF_000143105.1	Sanger-454-IlluminaPA_2.0	Grosmannia clavigera kw1407 (ascomycetes)	226899	Grosmannia clavigera	GCA_000143105.2GCF_000143105.1identical	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Grosmannia	Grosmannia clavigera
GCF_001641265.1	655981	GCF_001641265.1	ASM164126v1	Pseudogymnoascus destructans (ascomycetes)	655981	Pseudogymnoascus destructans	GCA_001641265.1GCF_001641265.1identical	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans
GCF_000151355.1	660122	GCF_000151355.1	v2.0	[Nectria] haematococca mpVI 77-13-4 (ascomycetes)	140110	[Nectria] haematococca	GCA_000151355.1GCF_000151355.1identical	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	[Nectria] haematococca
GCF_000151505.1	663202	GCF_000151505.1	ASM15150v1	Trichophyton verrucosum HKI 0517 (ascomycetes)	63417	Trichophyton verrucosum	GCA_000151505.1GCF_000151505.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton verrucosum
GCF_000151125.1	663331	GCF_000151125.1	ASM15112v2	Trichophyton benhamiae CBS 112371 (ascomycetes)	63400	Trichophyton benhamiae	GCA_000151125.2GCF_000151125.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton benhamiae
GCF_000354255.1	665024	GCF_000354255.1	CocheC4_1	Bipolaris maydis ATCC 48331 (southern corn leaf blight pathogen)	5016	Bipolaris maydis	GCA_000354255.1GCF_000354255.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis
GCF_000146945.2	665079	GCF_000146945.1	ASM14694v2	Sclerotinia sclerotiorum 1980 UF-70 (ascomycetes)	5180	Sclerotinia sclerotiorum	GCA_000146945.2GCF_000146945.2identical	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum
GCF_000338995.1	665912	GCF_000338995.1	Cocsa1	Bipolaris sorokiniana ND90Pr (ascomycetes)	45130	Bipolaris sorokiniana	GCA_000338995.1GCF_000338995.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana
GCF_000344685.1	670483	GCF_000344685.1	Glotr1_1	Gloeophyllum trabeum ATCC 11539 (basidiomycetes)	104355	Gloeophyllum trabeum	GCA_000344685.1GCF_000344685.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum trabeum
GCF_002117355.1	670580	GCF_002117355.1	PosplRSB12_1	Postia placenta MAD-698-R-SB12 (basidiomycetes)	104341	Postia placenta	GCA_002117355.1GCF_002117355.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia placenta
GCF_000263375.1	671144	GCF_000263375.1	Wallemia sebi v1.0	Wallemia mellicola CBS 633.66 (basidiomycetes)	1708541	Wallemia mellicola	GCA_000263375.1GCF_000263375.1identical	Eukaryota	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola
GCF_000359705.1	671987	GCF_000359705.1	Setospaeria trucica Et28A v1.0	Exserohilum turcica Et28A (northern corn leaf blight)	93612	Exserohilum turcicum	GCA_000359705.1GCF_000359705.1identical	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum turcicum
GCF_001661255.1	683960	GCF_001661255.1	Wican1	Wickerhamomyces anomalus NRRL Y-366-8 (budding yeasts)	4927	Wickerhamomyces anomalus	GCA_001661255.1GCF_001661255.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus
GCF_000203795.1	684364	GCF_000203795.1	v1.0	Batrachochytrium dendrobatidis JAM81 (chytrids)	109871	Batrachochytrium dendrobatidis	GCA_000203795.1GCF_000203795.1identical	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Batrachochytrium	Batrachochytrium dendrobatidis
GCF_001890905.1	690307	GCF_001890905.1	Aspac1	Aspergillus aculeatus ATCC 16872 (ascomycetes)	5053	Aspergillus aculeatus	GCA_001890905.1GCF_001890905.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus
GCF_000320565.1	692275	GCF_000320565.1	Septoria musiva SO2202 v1.0	Sphaerulina musiva SO2202 (ascomycetes)	85929	Sphaerulina musiva	GCA_000320565.2GCF_000320565.1identical	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	Sphaerulina musiva
GCF_000271605.1	694068	GCF_000271605.1	Fomme1	Fomitiporia mediterranea MF3/22 (basidiomycetes)	208960	Fomitiporia mediterranea	GCA_000271605.1GCF_000271605.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia mediterranea
GCF_001661265.1	698492	GCF_001661265.1	Saico1	Saitoella complicata NRRL Y-17804 (ascomycetes)	5606	Saitoella complicata	GCA_001661265.1GCF_001661265.1identical	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	Saitoella complicata
GCF_000338955.1	717646	GCF_000338955.1	Bauco1	Baudoinia panamericana UAMH 10762 (ascomycetes)	1709381	Baudoinia panamericana	GCA_000338955.1GCF_000338955.1identical	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Baudoinia	Baudoinia panamericana
GCF_000271585.1	717944	GCF_000271585.1	Trametes versicolor v1.0	Trametes versicolor FP-101664 SS1 (basidiomycetes)	5325	Trametes versicolor	GCA_000271585.1GCF_000271585.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor
GCF_000264905.1	721885	GCF_000264905.1	Stehi1	Stereum hirsutum FP-91666 SS1 (basidiomycetes)	40492	Stereum hirsutum	GCA_000264905.1GCF_000264905.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
GCF_000275845.1	732165	GCF_000275845.1	Dichomitus squalens v1.0	Dichomitus squalens LYAD-421 SS1 (basidiomycetes)	114155	Dichomitus squalens	GCA_000275845.1GCF_000275845.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus squalens
GCF_000264995.1	741275	GCF_000264995.1	Punctularia strigosozonata v1.0	Punctularia strigosozonata HHB-11173 SS5 (basidiomycetes)	202698	Punctularia strigosozonata	GCA_000264995.1GCF_000264995.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia strigosozonata
GCF_000271625.1	741705	GCF_000271625.1	Conpu1	Coniophora puteana RWD-64-598 SS2 (basidiomycetes)	80637	Coniophora puteana	GCA_000271625.1GCF_000271625.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana
GCF_000439145.1	747089	GCF_000439145.1	ASM43914v3	Rhizophagus irregularis DAOM 181602=DAOM 197198 (glomeromycetes)	588596	Rhizophagus irregularis	GCA_000439145.3GCF_000439145.1identical	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
GCF_000320585.1	747525	GCF_000320585.1	Heterobasidion irregulare v2.0	Heterobasidion irregulare TC 32-1 (basidiomycetes)	984962	Heterobasidion irregulare	GCA_000320585.2GCF_000320585.1identical	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare
GCF_000204055.1	747676	GCF_000204055.1	v1.0	Melampsora larici-populina 98AG31 (rust fungi)	203908	Melampsora larici-populina	GCA_000204055.1GCF_000204055.1identical	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora larici-populina
GCF_000225545.1	756982	GCF_000225545.1	AOL24927 1.0	Arthrobotrys oligospora ATCC 24927 (ascomycetes)	13349	Arthrobotrys oligospora	GCA_000225545.1GCF_000225545.1identical	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys oligospora
GCF_000221225.1	759272	GCF_000221225.1	CTHT_3.0	Chaetomium thermophilum var. thermophilum DSM 1495 (ascomycetes)	209285	Chaetomium thermophilum	GCA_000221225.1GCF_000221225.1identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium thermophilum
GCF_001672515.1	759273	GCF_001672515.1	ASM167251v1	Colletotrichum higginsianum IMI 349063 (ascomycetes)	80884	Colletotrichum higginsianum	GCA_001672515.1GCF_001672515.1identical	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum
GCF_001661235.1	763406	GCF_001661235.1	Picme2	Pichia membranifaciens NRRL Y-2026 (budding yeasts)	4926	Pichia membranifaciens	GCA_001661235.1GCF_001661235.1identical	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
GCF_001638985.1	763407	GCF_001638985.1	Phybl2	Phycomyces blakesleeanus NRRL 1555(-) (fungi)	4837	Phycomyces blakesleeanus	GCA_001638985.2GCF_001638985.1identical	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus
GCF_000708205.1	764103	GCF_000708205.1	Mixia osmundae v1.0	Mixia osmundae IAM 14324 (basidiomycetes)	34349	Mixia osmundae	GCA_000708205.1GCF_000708205.1identical	Eukaryota	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae
GCF_003290485.1	76775	GCF_003290485.1	ASM329048v1	Malassezia restricta (basidiomycetes)	76775	Malassezia restricta	GCA_003290485.1GCF_003290485.1identical	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
GCF_001278385.1	77020	GCF_001278385.1	MalaPachy	Malassezia pachydermatis (basidiomycetes)	77020	Malassezia pachydermatis	GCA_001278385.1GCF_001278385.1identical	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis
GCF_000182805.2	771870	GCF_000182805.2	ASM18280v2	Sordaria macrospora k-hell (ascomycetes)	5147	Sordaria macrospora	GCA_000182805.2GCF_000182805.2identical	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria macrospora
GCF_001640025.1	796027	GCF_001640025.1	ASM164002v2	Sugiyamaella lignohabitans (budding yeasts)	796027	Sugiyamaella lignohabitans	GCA_001640025.2GCF_001640025.1different	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans
GCF_000747765.1	84753	GCF_000747765.1	ASM74776v1	Moesziomyces antarcticus (smut fungi)	84753	Moesziomyces antarcticus	GCA_000747765.1GCF_000747765.1identical	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces antarcticus
GCF_001646965.1	856822	GCF_001646965.1	ASM164696v1	Fonsecaea nubica (ascomycetes)	856822	Fonsecaea nubica	GCA_001646965.1GCF_001646965.1identical	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea nubica
GCF_003019875.1	857342	GCF_003019875.1	Amore1	Amorphotheca resinae ATCC 22711 (creosote fungus)	5101	Amorphotheca resinae	GCA_003019875.1GCF_003019875.1identical	Eukaryota	Ascomycota	Leotiomycetes	NA	Myxotrichaceae	Amorphotheca	Amorphotheca resinae
