AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_002201875.1	2009331	GCF_002201875.1	ASM220187v1	Bacillus sp. MD-5 (firmicutes)	2009331	Bacillus sp. MD-5	GCA_002201875.1GCF_002201875.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MD-5
GCF_001465795.2	200991	GCF_001465795.1	ASM146579v2	Planococcus rifietoensis (firmicutes)	200991	Planococcus rifietoensis	GCA_001465795.2GCF_001465795.2identical	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus rifietoensis
GCF_900638335.1	201	GCF_900638335.1	57141_E01	Campylobacter lari (e-proteobacteria)	201	Campylobacter lari	GCA_900638335.1GCF_900638335.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari
GCF_001017575.1	201	GCF_001017575.1	ASM101757v1	Campylobacter lari (e-proteobacteria)	201	Campylobacter lari	GCA_001017575.1GCF_001017575.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari
GCF_003967035.1	2010829	GCF_003967035.1	ASM396703v1	Rhodanobacteraceae bacterium Dysh456 (g-proteobacteria)	2010829	Rhodanobacteraceae bacterium Dysh456	GCA_003967035.1GCF_003967035.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	Rhodanobacteraceae bacterium Dysh456
GCF_003264115.1	2011159	GCF_003264115.1	ASM326411v1	Erythrobacter sp. KY5 (a-proteobacteria)	2011159	Erythrobacter sp. KY5	GCA_003264115.1GCF_003264115.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. KY5
GCF_900079785.1	2013114	GCF_900079785.1	CITRO86_PRJEB13532_v1	Citrobacter sp. 86 (enterobacteria)	2013114	Citrobacter sp. 86	GCA_900079785.1GCF_900079785.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 86
GCF_001877055.1	2014	GCF_001877055.1	ASM187705v1	Nocardiopsis dassonvillei (high GC Gram+)	2014	Nocardiopsis dassonvillei	GCA_001877055.1GCF_001877055.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei
GCF_900638215.1	2014	GCF_900638215.1	56553_A01	Nocardiopsis dassonvillei (high GC Gram+)	2014	Nocardiopsis dassonvillei	GCA_900638215.1GCF_900638215.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei
GCF_002260685.1	2014	GCF_002260685.1	ASM226068v1	Nocardiopsis dassonvillei (high GC Gram+)	2014	Nocardiopsis dassonvillei	GCA_002260685.1GCF_002260685.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei
GCF_002216685.1	2014742	GCF_002216685.1	ASM221668v1	Vibrio sp. 2521-89 (g-proteobacteria)	2014742	Vibrio sp. 2521-89	GCA_002216685.1GCF_002216685.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. 2521-89
GCF_002025725.1	2014887	GCF_002025725.1	ASM202572v1	Herbaspirillum robiniae (b-proteobacteria)	2014887	Herbaspirillum robiniae	GCA_002025725.1GCF_002025725.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum robiniae
GCF_002216065.1	2015076	GCF_002216065.1	ASM221606v1	Chryseobacterium sp. T16E-39 (CFB group bacteria)	2015076	Chryseobacterium sp. T16E-39	GCA_002216065.1GCF_002216065.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium sp. T16E-39
GCF_002220095.1	2015316	GCF_002220095.1	ASM222009v1	Bosea sp. AS-1 (a-proteobacteria)	2015316	Bosea sp. AS-1	GCA_002220095.1GCF_002220095.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea sp. AS-1
GCF_004010915.1	2015795	GCF_004010915.1	ASM401091v1	Klebsiella sp. LY (enterobacteria)	2015795	Klebsiella sp. LY	GCA_004010915.1GCF_004010915.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp. LY
GCF_003347135.1	2016517	GCF_003347135.1	ASM334713v1	Francisella sp. PA05-1188 (g-proteobacteria)	2016517	Francisella sp. PA05-1188	GCA_003347135.1GCF_003347135.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. PA05-1188
GCF_003347115.1	2016518	GCF_003347115.1	ASM334711v1	Francisella sp. MA06-7296 (g-proteobacteria)	2016518	Francisella sp. MA06-7296	GCA_003347115.1GCF_003347115.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. MA06-7296
GCF_003347095.1	2016519	GCF_003347095.1	ASM334709v1	Francisella sp. 14-2155 (g-proteobacteria)	2016519	Francisella sp. 14-2155	GCA_003347095.1GCF_003347095.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. 14-2155
GCF_004216475.1	2017482	GCF_004216475.1	ASM421647v1	Thalassococcus sp. S3 (a-proteobacteria)	2017482	Thalassococcus sp. S3	GCA_004216475.1GCF_004216475.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassococcus	Thalassococcus sp. S3
GCF_002216775.1	2017483	GCF_002216775.1	ASM221677v1	Virgibacillus phasianinus (firmicutes)	2017483	Virgibacillus phasianinus	GCA_002216775.1GCF_002216775.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus phasianinus
GCF_002407185.1	2017484	GCF_002407185.1	ASM240718v1	Brachybacterium sp. VM2412 (high GC Gram+)	2017484	Brachybacterium sp. VM2412	GCA_002407185.1GCF_002407185.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium sp. VM2412
GCF_002216795.1	2017485	GCF_002216795.1	ASM221679v1	Brachybacterium sp. VR2415 (high GC Gram+)	2017485	Brachybacterium sp. VR2415	GCA_002216795.1GCF_002216795.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium sp. VR2415
GCF_002943525.1	2018025	GCF_002943525.1	ASM294352v1	Kitasatospora sp. MMS16-BH015 (high GC Gram+)	2018025	Kitasatospora sp. MMS16-BH015	GCA_002943525.1GCF_002943525.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp. MMS16-BH015
GCF_002754815.1	2018065	GCF_002754815.1	ASM275481v1	Roseomonas sp. FDAARGOS_362 (a-proteobacteria)	2018065	Roseomonas sp. FDAARGOS_362	GCA_002754815.1GCF_002754815.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas sp. FDAARGOS_362
GCF_002591235.1	2018067	GCF_002591235.1	ASM259123v1	Pseudomonas sp. FDAARGOS_380 (g-proteobacteria)	2018067	Pseudomonas sp. FDAARGOS_380	GCA_002591235.1GCF_002591235.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. FDAARGOS_380
GCF_002216875.1	2018305	GCF_002216875.1	ASM221687v1	Shewanella bicestrii (g-proteobacteria)	2018305	Shewanella bicestrii	GCA_002216875.1GCF_002216875.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella bicestrii
GCF_900079795.1	2019568	GCF_900079795.1	CITRO92_PRJEB13533_v1	Citrobacter sp. 92 (enterobacteria)	2019568	Citrobacter sp. 92	GCA_900079795.1GCF_900079795.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 92
GCF_000172695.2	2020311	GCF_000172695.2	ASM17269v2	Rhizobium sp. Kim5 (a-proteobacteria)	2020311	Rhizobium sp. Kim5	GCA_000172695.2GCF_000172695.2identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Kim5
GCF_000172795.2	2020312	GCF_000172795.2	ASM17279v2	Rhizobium sp. CIAT894 (a-proteobacteria)	2020312	Rhizobium sp. CIAT894	GCA_000172795.2GCF_000172795.2identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. CIAT894
GCF_002117725.1	2020313	GCF_002117725.1	ASM211772v1	Rhizobium sp. TAL182 (a-proteobacteria)	2020313	Rhizobium sp. TAL182	GCA_002117725.1GCF_002117725.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. TAL182
GCF_002224285.1	2020486	GCF_002224285.1	ASM222428v1	Arthrobacter sp. YN (high GC Gram+)	2020486	Arthrobacter sp. YN	GCA_002224285.1GCF_002224285.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. YN
GCF_003015185.1	2021234	GCF_003015185.1	ASM301518v1	Ahniella affigens (g-proteobacteria)	2021234	Ahniella affigens	GCA_003015185.1GCF_003015185.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	Ahniella affigens
GCF_002237595.1	2021862	GCF_002237595.1	ASM223759v1	Labrenzia sp. VG12 (a-proteobacteria)	2021862	Labrenzia sp. VG12	GCA_002237595.1GCF_002237595.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia sp. VG12
GCF_003595525.1	2021971	GCF_003595525.1	ASM359552v1	Streptococcus respiraculi (firmicutes)	2021971	Streptococcus respiraculi	GCA_003595525.1GCF_003595525.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus respiraculi
GCF_002952215.1	2023229	GCF_002952215.1	ASM295221v1	Porphyrobacter sp. HT-58-2 (a-proteobacteria)	2023229	Porphyrobacter sp. HT-58-2	GCA_002952215.1GCF_002952215.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. HT-58-2
GCF_900477905.1	2024273	GCF_900477905.1	46983_G02	Salmonella enterica subsp. enterica serovar Sundsvall (enterobacteria)	28901	Salmonella enterica	GCA_900477905.1GCF_900477905.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_002285795.1	2024580	GCF_002285795.1	ASM228579v1	Plantactinospora sp. KBS50 (high GC Gram+)	2024580	Plantactinospora sp. KBS50	GCA_002285795.1GCF_002285795.1identical	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	Plantactinospora sp. KBS50
GCF_001712875.1	202462	GCF_001712875.1	ASM171287v1	Maize bushy stunt phytoplasma (mycoplasmas)	202462	Maize bushy stunt phytoplasma	GCA_001712875.1GCF_001712875.1identical	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Maize bushy stunt phytoplasma
GCF_003491325.1	2025492	GCF_003491325.1	ASM349132v1	Staphylococcus sp. M0911 (firmicutes)	2025492	Staphylococcus sp. M0911	GCA_003491325.1GCF_003491325.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. M0911
GCF_002257545.1	2025808	GCF_002257545.1	ASM225754v1	Vibrio qinghaiensis (g-proteobacteria)	2025808	Vibrio qinghaiensis	GCA_002257545.1GCF_002257545.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio qinghaiensis
GCF_002257605.1	2025876	GCF_002257605.1	ASM225760v1	Parabacteroides sp. CT06 (CFB group bacteria)	2025876	Parabacteroides sp. CT06	GCA_002257605.1GCF_002257605.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CT06
GCF_002257565.1	2025949	GCF_002257565.1	ASM225756v1	Herbaspirillum sp. meg3 (b-proteobacteria)	2025949	Herbaspirillum sp. meg3	GCA_002257565.1GCF_002257565.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. meg3
GCF_001187615.2	2026	GCF_001187615.2	ASM118761v2	Thermoactinomyces vulgaris (firmicutes)	2026	Thermoactinomyces vulgaris	GCA_001187615.2GCF_001187615.2identical	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces vulgaris
GCF_005886755.1	2026	GCF_005886755.1	ASM588675v1	Thermoactinomyces vulgaris (firmicutes)	2026	Thermoactinomyces vulgaris	GCA_005886755.1GCF_005886755.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces vulgaris
GCF_005848985.1	2026186	GCF_005848985.1	ASM584898v1	Bacillus paranthracis (firmicutes)	2026186	Bacillus paranthracis	GCA_005848985.1GCF_005848985.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paranthracis
GCF_006457285.1	2026188	GCF_006457285.1	ASM645728v1	Bacillus tropicus (firmicutes)	2026188	Bacillus tropicus	GCA_006457285.1GCF_006457285.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus tropicus
GCF_003966295.1	2026189	GCF_003966295.1	ASM396629v1	Bacillus albus (firmicutes)	2026189	Bacillus albus	GCA_003966295.1GCF_003966295.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus albus
GCF_003612955.1	2026190	GCF_003612955.1	ASM361295v1	Bacillus mobilis (firmicutes)	2026190	Bacillus mobilis	GCA_003612955.1GCF_003612955.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mobilis
GCF_002278075.1	2026199	GCF_002278075.1	ASM227807v1	Paraburkholderia aromaticivorans (b-proteobacteria)	2026199	Paraburkholderia aromaticivorans	GCA_002278075.1GCF_002278075.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia aromaticivorans
GCF_002269255.1	2026240	GCF_002269255.1	ASM226925v1	Klebsiella quasivariicola (enterobacteria)	2026240	Klebsiella quasivariicola	GCA_002269255.1GCF_002269255.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola
GCF_002269275.1	2026248	GCF_002269275.1	ASM226927v1	Bacillus sp. 1s-1 (firmicutes)	2026248	Bacillus sp. 1s-1	GCA_002269275.1GCF_002269275.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 1s-1
GCF_001886915.1	2026657	GCF_001886915.1	ASM188691v1	Leuconostoc mesenteroides subsp. jonggajibkimchii (firmicutes)	1245	Leuconostoc mesenteroides	GCA_001886915.1GCF_001886915.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides
GCF_003330885.1	2026785	GCF_003330885.1	ASM333088v1	Rhodobiaceae bacterium (a-proteobacteria)	2026785	Rhodobiaceae bacterium	GCA_003330885.1GCF_003330885.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	NA	Rhodobiaceae bacterium
GCF_003285105.1	2026787	GCF_003285105.1	ASM328510v1	Rhodothermaceae bacterium (CFB group bacteria)	2026787	Rhodothermaceae bacterium	GCA_003285105.1GCF_003285105.1identical	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	NA	Rhodothermaceae bacterium
GCF_900465355.1	2026885	GCF_900465355.1	Ran1-1	Candidatus Bipolaricaulis anaerobius (bacteria)	2026885	Candidatus Bipolaricaulis anaerobius	GCA_900465355.1GCF_900465355.1identical	Bacteria	Candidatus Bipolaricaulota	NA	NA	NA	Candidatus Bipolaricaulis	Candidatus Bipolaricaulis anaerobius
GCF_002843235.2	2027290	GCF_002843235.2	ASM284323v2	Providencia sp. WCHPr000369 (enterobacteria)	2027290	Providencia sp. WCHPr000369	GCA_002843235.2GCF_002843235.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia sp. WCHPr000369
GCF_006496635.1	2027405	GCF_006496635.1	ASM649663v1	Azoarcus sp. DD4 (b-proteobacteria)	2027405	Azoarcus sp. DD4	GCA_006496635.1GCF_006496635.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus sp. DD4
GCF_900187025.1	202751	GCF_900187025.1	49923_F01	Listeria ivanovii subsp. ivanovii (firmicutes)	1638	Listeria ivanovii	GCA_900187025.1GCF_900187025.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii
GCF_900187195.1	202751	GCF_900187195.1	51485_F01	Listeria ivanovii subsp. ivanovii (firmicutes)	1638	Listeria ivanovii	GCA_900187195.1GCF_900187195.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii
GCF_000763515.1	202751	GCF_000763515.1	ASM76351v1	Listeria ivanovii subsp. ivanovii (firmicutes)	1638	Listeria ivanovii	GCA_000763515.1GCF_000763515.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii
GCF_000763495.1	202752	GCF_000763495.1	ASM76349v1	Listeria ivanovii subsp. londoniensis (firmicutes)	1638	Listeria ivanovii	GCA_000763495.1GCF_000763495.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii
GCF_900637745.1	202752	GCF_900637745.1	52551_F01	Listeria ivanovii subsp. londoniensis (firmicutes)	1638	Listeria ivanovii	GCA_900637745.1GCF_900637745.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii
GCF_000763475.1	202752	GCF_000763475.1	ASM76347v1	Listeria ivanovii subsp. londoniensis (firmicutes)	1638	Listeria ivanovii	GCA_000763475.1GCF_000763475.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii
GCF_003425985.1	2027857	GCF_003425985.1	ASM342598v1	Mariniflexile sp. TRM1-10 (CFB group bacteria)	2027857	Mariniflexile sp. TRM1-10	GCA_003425985.1GCF_003425985.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile	Mariniflexile sp. TRM1-10
GCF_004355165.1	2027919	GCF_004355165.1	ASM435516v1	Enterobacter cloacae complex sp. (enterobacteria)	2027919	Enterobacter cloacae complex sp.	GCA_004355165.1GCF_004355165.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae complex sp.
GCF_900322725.1	2027919	GCF_900322725.1	C45	Enterobacter cloacae complex sp. (enterobacteria)	2027919	Enterobacter cloacae complex sp.	GCA_900322725.1GCF_900322725.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae complex sp.
GCF_000783675.2	2027919	GCF_000783675.2	ASM78367v2	Enterobacter cloacae complex sp. (enterobacteria)	2027919	Enterobacter cloacae complex sp.	GCA_000783675.2GCF_000783675.2identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae complex sp.
GCF_002277895.1	2028343	GCF_002277895.1	ASM227789v1	Rhizobium sp. 11515TR (a-proteobacteria)	2028343	Rhizobium sp. 11515TR	GCA_002277895.1GCF_002277895.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. 11515TR
GCF_004022565.1	2028345	GCF_004022565.1	ASM402256v1	Pusillimonas sp. ye3 (b-proteobacteria)	2028345	Pusillimonas sp. ye3	GCA_004022565.1GCF_004022565.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas sp. ye3
GCF_000801145.1	202947	GCF_000801145.1	ASM80114v1	Actinobacillus equuli subsp. equuli (g-proteobacteria)	718	Actinobacillus equuli	GCA_000801145.1GCF_000801145.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus equuli
GCF_002557795.1	2029983	GCF_002557795.1	ASM255779v1	Chitinophaga caeni (CFB group bacteria)	2029983	Chitinophaga caeni	GCA_002557795.1GCF_002557795.1identical	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga caeni
GCF_002966515.1	2029986	GCF_002966515.1	ASM296651v1	Shewanella sp. WE21 (g-proteobacteria)	2029986	Shewanella sp. WE21	GCA_002966515.1GCF_002966515.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. WE21
GCF_002849775.1	2030797	GCF_002849775.1	ASM284977v1	Glaesserella sp. 15-184 (g-proteobacteria)	2030797	Glaesserella sp. 15-184	GCA_002849775.1GCF_002849775.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	Glaesserella sp. 15-184
GCF_000015865.1	203119	GCF_000015865.1	ASM1586v1	Hungateiclostridium thermocellum ATCC 27405 (firmicutes)	1515	Hungateiclostridium thermocellum	GCA_000015865.1GCF_000015865.1identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium thermocellum
GCF_000014445.1	203120	GCF_000014445.1	ASM1444v1	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293 (firmicutes)	1245	Leuconostoc mesenteroides	GCA_000014445.1GCF_000014445.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides
GCF_000013665.1	203122	GCF_000013665.1	ASM1366v1	Saccharophagus degradans 2-40 (g-proteobacteria)	86304	Saccharophagus degradans	GCA_000013665.1GCF_000013665.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans
GCF_000014385.1	203123	GCF_000014385.1	ASM1438v1	Oenococcus oeni PSU-1 (firmicutes)	1247	Oenococcus oeni	GCA_000014385.1GCF_000014385.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni
GCF_000014265.1	203124	GCF_000014265.1	ASM1426v1	Trichodesmium erythraeum IMS101 (cyanobacteria)	1206	Trichodesmium erythraeum	GCA_000014265.1GCF_000014265.1identical	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae	Trichodesmium	Trichodesmium erythraeum
GCF_000007485.1	203267	GCF_000007485.1	ASM748v1	Tropheryma whipplei str. Twist (high GC Gram+)	2039	Tropheryma whipplei	GCA_000007485.1GCF_000007485.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	NA	Tropheryma	Tropheryma whipplei
GCF_000238215.1	203275	GCF_000238215.1	ASM23821v1	Tannerella forsythia 92A2 (CFB group bacteria)	28112	Tannerella forsythia	GCA_000238215.1GCF_000238215.1identical	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
GCF_002587065.1	2033032	GCF_002587065.1	ASM258706v1	Aeromonas sp. CA23 (g-proteobacteria)	2033032	Aeromonas sp. CA23	GCA_002587065.1GCF_002587065.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. CA23
GCF_002586745.1	2033033	GCF_002586745.1	ASM258674v1	Aeromonas sp. CU5 (g-proteobacteria)	2033033	Aeromonas sp. CU5	GCA_002586745.1GCF_002586745.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. CU5
GCF_002356635.1	2033435	GCF_002356635.1	ASM235663v1	Rhodobacteraceae bacterium QY30 (a-proteobacteria)	2033435	Rhodobacteraceae bacterium QY30	GCA_002356635.1GCF_002356635.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	Rhodobacteraceae bacterium QY30
GCF_002966855.1	2033438	GCF_002966855.1	ASM296685v1	Serratia sp. MYb239 (enterobacteria)	2033438	Serratia sp. MYb239	GCA_002966855.1GCF_002966855.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia sp. MYb239
GCF_002717025.1	2033844	GCF_002717025.1	ASM271702v1	Actinoplanes sp. SE50 (high GC Gram+)	2033844	Actinoplanes sp. SE50	GCA_002717025.1GCF_002717025.1identical	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. SE50
GCF_002407205.1	2033869	GCF_002407205.1	ASM240720v1	Rhodobacter sp. CZR27 (a-proteobacteria)	2033869	Rhodobacter sp. CZR27	GCA_002407205.1GCF_002407205.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. CZR27
GCF_003546865.1	2036206	GCF_003546865.1	ASM354686v1	Aerococcaceae bacterium ZY16052 (firmicutes)	2036206	Aerococcaceae bacterium ZY16052	GCA_003546865.1GCF_003546865.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA	Aerococcaceae bacterium ZY16052
GCF_003049805.1	2037915	GCF_003049805.1	ASM304980v1	Dickeya sp. Secpp 1600 (enterobacteria)	2037915	Dickeya sp. Secpp 1600	GCA_003049805.1GCF_003049805.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya sp. Secpp 1600
GCF_002813575.1	2038116	GCF_002813575.1	ASM281357v1	Nostoc flagelliforme CCNUN1 (cyanobacteria)	1306274	Nostoc flagelliforme	GCA_002813575.1GCF_002813575.1identical	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc flagelliforme
