Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost
Unsuccessful	GCF_003019875.1_Amore1	Hydrogen bonds	7.60704667904528	NA	7.5064038311616	-389.724765679957	-417.123718628728	NA	-384.534525979688	-409.338359078324	NA	NA	NA	NA
Unsuccessful	GCF_003025095.1_Triha_v1.0	Hydrogen bonds	7.61830589025638	NA	7.51250575418137	-384.838069600784	-402.68464717829	NA	-379.647829900515	-394.899287627886	NA	NA	NA	NA
Unsuccessful	GCF_003025105.1_Trias_v._1.0	Hydrogen bonds	7.61826002523602	NA	7.51521720280933	-376.665900563303	-400.912872462504	NA	-371.475660863034	-393.1275129121	NA	NA	NA	NA
Unsuccessful	GCF_003025115.1_Trici_v4.0	Hydrogen bonds	7.78785240045573	NA	7.63962019853258	-395.769490195496	-401.586231837862	NA	-390.579250495227	-393.800872287458	NA	NA	NA	NA
Successful	GCF_003054445.1_ASM305444v1	Hydrogen bonds	7.33319078081244	-0.00766204376117611	7.2720591747627	-398.093406739468	-444.346319049503	-442.925020531417	-392.903167039199	-436.560959499099	-432.544541130879	1.016020865362e-77	0.451651279733014	2.83465397036998e-194
Unsuccessful	GCF_003144115.1_Tilwa1	Hydrogen bonds	8.09885282630786	NA	8.0386855862584	-354.948744963537	-471.117761678481	NA	-349.758505263267	-463.332402128077	NA	NA	NA	NA
Unsuccessful	GCF_003144135.1_Rhodsp1	Hydrogen bonds	7.71370163123869	NA	7.67257887301836	-358.68230983835	-444.556360206818	NA	-353.492070138081	-436.771000656414	NA	NA	NA	NA
Unsuccessful	GCF_003144195.1_Cersp1	Hydrogen bonds	7.70380400316068	NA	7.65509761388286	-380.176828577398	-445.316839455609	NA	-374.986588877129	-437.531479905206	NA	NA	NA	NA
Unsuccessful	GCF_003144205.1_Meimi1	Hydrogen bonds	7.2936422837124	NA	7.26078376092472	-381.943728533293	-426.297681587886	NA	-376.753488833024	-418.512322037483	NA	NA	NA	NA
Unsuccessful	GCF_003144245.1_Jamsp1	Hydrogen bonds	7.77957144109507	NA	7.73964858670741	-400.808873376025	-452.770148788667	NA	-395.618633675756	-444.984789238263	NA	NA	NA	NA
Unsuccessful	GCF_003144295.1_Acain1	Hydrogen bonds	7.81497842519512	NA	7.7224171539961	-389.78287217596	-439.704668715173	NA	-384.592632475691	-431.919309164769	NA	NA	NA	NA
Unsuccessful	GCF_003184525.1_Aspscl1	Hydrogen bonds	7.65144144397036	NA	7.54220890410959	-392.278135718028	-420.616015022945	NA	-387.087896017759	-412.830655472541	NA	NA	NA	NA
Unsuccessful	GCF_003184535.1_Aspeuc1	Hydrogen bonds	7.62695139976357	NA	7.52166919846305	-392.318569996121	-414.409805241442	NA	-387.128330295852	-406.624445691038	NA	NA	NA	NA
Unsuccessful	GCF_003184545.1_Asphet1	Hydrogen bonds	7.74744691620026	NA	7.63486548198154	-433.337700631386	-439.494960170623	NA	-428.147460931117	-431.70960062022	NA	NA	NA	NA
Unsuccessful	GCF_003184585.1_Aspsac1	Hydrogen bonds	7.68540787176033	NA	7.55237091675448	-426.070843658302	-424.092352395642	NA	-420.880603958033	-416.306992845238	NA	NA	NA	NA
Unsuccessful	GCF_003184595.1_Asplac1	Hydrogen bonds	7.62330783873895	NA	7.5240404040404	-404.572590480757	-428.091493382436	NA	-399.382350780488	-420.306133832033	NA	NA	NA	NA
Unsuccessful	GCF_003184625.1_Aspneo1	Hydrogen bonds	7.62932985191845	NA	7.52697537996622	-390.008999450471	-414.825130693143	NA	-384.818759750202	-407.039771142739	NA	NA	NA	NA
Unsuccessful	GCF_003184695.1_Aspbru1	Hydrogen bonds	7.71973900824267	NA	7.57330992098332	-424.369782056202	-428.618323767202	NA	-419.179542355933	-420.832964216798	NA	NA	NA	NA
Unsuccessful	GCF_003184745.1_Aspuva1	Hydrogen bonds	7.70980634326097	NA	7.57718711494455	-430.758720871524	-431.23259889039	NA	-425.568481171255	-423.447239339986	NA	NA	NA	NA
Unsuccessful	GCF_003184755.1_Asppip1	Hydrogen bonds	7.62766883401351	NA	7.53419479606188	-388.78819767219	-413.084527774935	NA	-383.597957971921	-405.299168224531	NA	NA	NA	NA
Unsuccessful	GCF_003184765.1_Aspacu1	Hydrogen bonds	7.72350282762082	NA	7.5713533900535	-418.312540120617	-422.146229011507	NA	-413.122300420348	-414.360869461103	NA	NA	NA	NA
Unsuccessful	GCF_003184785.1_Aspjap1	Hydrogen bonds	7.72490736682847	NA	7.58287365379564	-424.888074151247	-427.885978492472	NA	-419.697834450978	-420.100618942068	NA	NA	NA	NA
Unsuccessful	GCF_003184835.1_Aspcos1	Hydrogen bonds	7.62946249570655	NA	7.53081441220303	-388.23969184268	-411.433178399085	NA	-383.04945214241	-403.647818848681	NA	NA	NA	NA
Unsuccessful	GCF_003184845.1_Aspibe1	Hydrogen bonds	7.68326891465636	NA	7.57407407407407	-391.044917984182	-421.375217345095	NA	-385.854678283913	-413.589857794692	NA	NA	NA	NA
Unsuccessful	GCF_003184865.1_Asphom1	Hydrogen bonds	7.68517265852821	NA	7.55137081140958	-432.134920044246	-430.217273907632	NA	-426.944680343977	-422.431914357228	NA	NA	NA	NA
Unsuccessful	GCF_003184925.1_Aspvad1	Hydrogen bonds	7.62556821193571	NA	7.51446299047453	-388.423365716834	-410.204715200753	NA	-383.233126016565	-402.419355650349	NA	NA	NA	NA
Unsuccessful	GCF_003290485.1_ASM329048v1	Hydrogen bonds	7.68001320071222	NA	7.59808052434457	-306.707435845448	-343.281253068627	NA	-301.517196145179	-335.495893518223	NA	NA	NA	NA
Unsuccessful	GCF_003327735.1_ASM332773v1	Hydrogen bonds	7.44870351994572	NA	7.23960549216786	-314.903910107494	-336.589927673597	NA	-309.713670407225	-328.804568123193	NA	NA	NA	NA
Unsuccessful	GCF_003344945.1_Aspwel1	Hydrogen bonds	7.62506077209236	NA	7.52257580806398	-402.495844223925	-427.968628180954	NA	-397.305604523656	-420.18326863055	NA	NA	NA	NA
Unsuccessful	GCF_003369625.1_ASM336962v1	Hydrogen bonds	7.68663929209949	NA	7.57689942907334	-384.643042069142	-401.021239032485	NA	-379.452802368873	-393.235879482081	NA	NA	NA	NA
Unsuccessful	GCF_003711515.1_Sodal1	Hydrogen bonds	7.73637325347071	NA	7.61554192229039	-417.923851993006	-421.415407008305	NA	-412.733612292736	-413.630047457901	NA	NA	NA	NA
Unsuccessful	GCF_003724135.1_ASM372413v1	Hydrogen bonds	7.78771613412654	NA	7.63612479474548	-386.524052141207	-384.606037972748	NA	-381.333812440938	-376.820678422344	NA	NA	NA	NA
Unsuccessful	GCF_003851025.1_SCP_1.1	Hydrogen bonds	7.65017783410327	NA	7.58171238570241	-522.84826614799	-520.882371914944	NA	-517.658026447721	-513.09701236454	NA	NA	NA	NA
Unsuccessful	GCF_003942205.1_ASM394220v1	Hydrogen bonds	7.85885577887863	NA	7.80133499264623	-411.318514401971	-449.452111483172	NA	-406.128274701702	-441.666751932768	NA	NA	NA	NA
Unsuccessful	GCF_004022145.1_Paevar1	Hydrogen bonds	7.5988011827649	NA	7.50528541226216	-376.855543994748	-412.247085443412	NA	-371.665304294478	-404.461725893008	NA	NA	NA	NA
Unsuccessful	GCF_004154835.1_ASM415483v1	Hydrogen bonds	7.61979553133853	NA	7.5105306122449	-380.493774229906	-414.03237987638	NA	-375.303534529637	-406.247020325976	NA	NA	NA	NA
Successful	GCF_004337985.1_ASM433798v1	Hydrogen bonds	7.74258024066928	0.195600756025847	7.60644676036725	-371.514223956647	-377.678591639008	-387.433929381899	-366.323984256378	-369.893232088604	-377.053449981361	1.01331104369264e-224	0.0244719412530772	9.6178409080828e-114
Unsuccessful	GCF_005498985.1_PGRAM_IIB_1.0	Hydrogen bonds	7.76441379031361	NA	7.63463911165947	-375.373409040138	-386.823228476018	NA	-370.183169339868	-379.037868925614	NA	NA	NA	NA
Unsuccessful	GCF_900007375.1_ASM90000737v1	Hydrogen bonds	7.54382542264443	NA	7.42267723808791	-372.673151126538	-388.033534551877	NA	-367.482911426269	-380.248175001473	NA	NA	NA	NA
Unsuccessful	GCF_900074925.1_version_1	Hydrogen bonds	7.63394222483119	NA	7.54301075268817	-360.762536046893	-406.967639572933	NA	-355.572296346624	-399.182280022529	NA	NA	NA	NA
Unsuccessful	GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2	Hydrogen bonds	7.56545017903753	NA	7.4497164199751	-357.095435750053	-381.852575193724	NA	-351.905196049784	-374.06721564332	NA	NA	NA	NA
