Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	Best_AIC	Best_BIC	P_Carrying_capacity	P_Rate	P_Initial_cost
Successful	GCF_005221385.1_ASM522138v1	Hydrogen bonds	7.81462338959519	0.173080908423147	7.28530256181854	-233.401624081508	-255.194820003701	-420.379762598679	-228.211384381239	-247.409460453298	-409.999283198141	2.81432314332861e-231	3.22006273708698e-20	3.07948167559664e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_005221405.1_ASM522140v1	Hydrogen bonds	7.8235046846901	0.169708615067143	7.2911924671608	-231.50739943694	-253.812119241672	-430.745633506981	-226.31715973667	-246.026759691268	-420.365154106443	2.22837972537979e-233	4.93471966507619e-22	2.94825305815107e-129	AIC_Exponential	BIC_Exponential
Successful	GCF_005221425.1_ASM522142v1	Hydrogen bonds	7.81170737395106	0.17271530257467	7.28082443284597	-233.682150065302	-255.667441474872	-427.947110796615	-228.491910365032	-247.882081924468	-417.566631396076	7.68032571600013e-233	2.71930489139993e-21	6.74418105770015e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_005221445.1_ASM522144v1	Hydrogen bonds	7.82028919341954	0.164839033062917	7.30504107440529	-233.048769411709	-257.293213515103	-424.469079851197	-227.85852971144	-249.507853964699	-414.088600450659	7.5963826862051e-232	7.45789034009833e-21	4.3679741951821e-129	AIC_Exponential	BIC_Exponential
Successful	GCF_005221465.1_ASM522146v1	Hydrogen bonds	7.81052831323072	0.166906916092868	7.29906088501561	-235.931271880691	-259.368142772113	-425.575053178919	-230.741032180422	-251.58278322171	-415.194573778381	4.11630325798114e-232	1.34563272890828e-20	9.00622626606548e-129	AIC_Exponential	BIC_Exponential
Successful	GCF_005221485.1_ASM522148v1	Hydrogen bonds	7.59891951152712	0.18972764924356	6.87401485464213	-189.701420202834	-221.073424753433	-453.809327230812	-184.511180502565	-213.28806520303	-443.428847830274	1.10638048438041e-237	1.20183132853735e-32	2.76538430128077e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_005221505.1_ASM522150v1	Hydrogen bonds	7.55187264714005	0.206368138242734	6.87032720764133	-210.926906407951	-232.879947612942	-433.532449300848	-205.736666707681	-225.094588062538	-423.15196990031	1.28745335477132e-233	1.08718529830198e-25	3.8626464350099e-120	AIC_Exponential	BIC_Exponential
Successful	GCF_005221525.1_ASM522152v1	Hydrogen bonds	7.54703714561197	0.206403395750879	6.86660513151329	-212.134732394035	-234.103844226059	-442.654910791404	-206.944492693766	-226.318484675655	-432.274431390866	1.63917396464001e-235	5.65525941838347e-27	5.08814398745832e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005221545.1_ASM522154v1	Hydrogen bonds	7.55103790680756	0.206202031534489	6.8674063431673	-211.21523244902	-233.349422817593	-443.652515752484	-206.024992748751	-225.564063267189	-433.272036351946	9.72301004657903e-236	2.74482863616755e-27	2.69993272358963e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005221565.1_ASM522156v1	Hydrogen bonds	7.55105110059731	0.206097509794134	6.86774037314677	-211.18775922952	-233.324329827497	-443.128395739771	-205.99751952925	-225.538970277094	-432.747916339232	1.26089446067561e-235	3.31179478339968e-27	3.30365392956798e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005221585.1_ASM522158v1	Hydrogen bonds	7.55183857469939	0.206787921011602	6.86729901203484	-210.396817951552	-232.486882628224	-433.750098818868	-205.206578251283	-224.70152307782	-423.369619418329	1.13217060225268e-233	8.25944444594358e-26	4.26991767701711e-120	AIC_Exponential	BIC_Exponential
Successful	GCF_005221605.1_ASM522160v1	Hydrogen bonds	7.55461987138387	0.205744271992375	6.86887323258325	-209.801556898157	-231.717327373855	-437.869260068825	-204.611317197888	-223.931967823451	-427.488780668287	AIC_Exponential	BIC_Exponential	1.57566902116052e-234	1.42331387033785e-26	3.3663588868397e-121
Successful	GCF_005221625.1_ASM522162v1	Hydrogen bonds	7.55453766604502	0.2058348919	6.86841439332135	-209.778485291336	-231.764289133189	-438.098415044732	-204.588245591067	-223.978929582785	-427.717935644193	1.40417762935198e-234	1.29524507033339e-26	3.15377866109059e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221645.1_ASM522164v1	Hydrogen bonds	7.55468988947521	0.20563101042977	6.8689759002049	-209.73465810399	-231.713672480757	-437.846565515633	-204.544418403721	-223.928312930353	-427.466086115094	1.60217044045239e-234	1.40005235765461e-26	3.21574041515975e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221665.1_ASM522166v1	Hydrogen bonds	7.55478253645072	0.205698796639197	6.86910274509871	-209.803930801442	-231.695030195499	-438.01169515835	-204.613691101173	-223.909670645096	-427.631215757812	1.47134215987176e-234	1.35058730267114e-26	3.0665217017025e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221685.1_ASM522168v1	Hydrogen bonds	7.55471778712724	0.205844980861359	6.86906708491603	-209.893546070372	-231.780056641968	-437.873617034173	-204.703306370103	-223.994697091564	-427.493137633635	1.56119499631489e-234	1.47082447167473e-26	3.52602286873512e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221705.1_ASM522170v1	Hydrogen bonds	7.55479040364768	0.205736808133245	6.86914565419108	-209.821977230899	-231.72220963503	-437.840900446591	-204.63173753063	-223.936850084626	-427.460421046053	1.59467158312301e-234	1.44959138998881e-26	3.39309918529001e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221725.1_ASM522172v1	Hydrogen bonds	7.554840125751	0.205625635157625	6.86928386187669	-209.780789219032	-231.683756521672	-437.912581510396	-204.590549518763	-223.898396971268	-427.532102109857	1.54916188996584e-234	1.38961479477724e-26	3.10086374966921e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221745.1_ASM522174v1	Hydrogen bonds	7.55473411539249	0.205676867635932	6.8689474423319	-209.757828692152	-231.664375478219	-437.980831109342	-204.567588991883	-223.879015927816	-427.600351708803	1.49637864984879e-234	1.34274063361136e-26	3.08084397415523e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221765.1_ASM522176v1	Hydrogen bonds	7.55240317172994	0.206416157254909	6.86561113597753	-210.32275426444	-232.714099400078	-441.948346181296	-205.132514564171	-224.928739849674	-431.567866780758	2.15796089351231e-235	3.74413149134403e-27	6.70884691832787e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005221785.1_ASM522178v1	Hydrogen bonds	7.55228383699203	0.206599490901451	6.86544545958917	-210.328843166885	-232.666825978597	-440.851015561255	-205.138603466616	-224.881466428193	-430.470536160717	3.64068201931827e-235	5.67474472159469e-27	1.24978831549921e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221805.1_ASM522180v1	Hydrogen bonds	7.55462582085713	0.205727866392003	6.86846717597238	-209.681916903025	-231.593450742069	-437.908826670903	-204.491677202756	-223.808091191666	-427.528347270365	1.54722035253784e-234	1.34100339745827e-26	3.27506236027758e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221825.1_ASM522182v1	Hydrogen bonds	7.55467205591971	0.205718732970153	6.86834364131242	-209.626147043146	-231.547658118002	-437.872563197695	-204.435907342877	-223.762298567599	-427.492083797157	1.57463202126331e-234	1.33124809206669e-26	3.31568410301417e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221845.1_ASM522184v1	Hydrogen bonds	7.55477611209292	0.205996317521827	6.86665749299501	-209.639911498944	-231.604252463364	-441.346204265492	-204.449671798675	-223.81889291296	-430.965724864954	AIC_Exponential	BIC_Exponential	2.87326398295289e-235	3.62358112082259e-27	7.07790191479105e-122
Successful	GCF_005221865.1_ASM522186v1	Hydrogen bonds	7.55503571368494	0.205685771569488	6.86869631381005	-209.582915744161	-231.436678184148	-437.668259607353	-204.392676043892	-223.651318633745	-427.287780206815	1.73390774895913e-234	1.41399587684999e-26	3.58430139759312e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221885.1_ASM522188v1	Hydrogen bonds	7.55293568639386	0.206113025361124	6.86618899311128	-209.628757615999	-232.121166704672	-436.487418596413	-204.43851791573	-224.335807154268	-426.106939195874	3.08008509142456e-234	2.24145822328738e-26	8.03732193085169e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221905.1_ASM522190v1	Hydrogen bonds	7.55346020284121	0.206582838322736	6.86521552558108	-210.628646941376	-232.936137537516	-448.598646092161	-205.438407241107	-225.150777987112	-438.218166691623	8.3919620565561e-237	3.34908611517518e-28	2.88436349109041e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_005221925.1_ASM522192v1	Hydrogen bonds	7.55465335444396	0.205707413198114	6.86918116424538	-209.844347573045	-231.760383212372	-437.779972552175	-204.654107872776	-223.975023661969	-427.399493151637	1.64808635906974e-234	1.49541185468005e-26	3.45050056200985e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221945.1_ASM522194v1	Hydrogen bonds	7.5545887372959	0.205860585128834	6.86918336645543	-209.987695463262	-231.858745009234	-438.046838480081	-204.797455762993	-224.073385458831	-427.666359079543	1.43641489857899e-234	1.42760719179899e-26	3.27377772342153e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221965.1_ASM522196v1	Hydrogen bonds	7.55461447895732	0.20575059980922	6.86886527962176	-209.805834805457	-231.714921567908	-437.878236045971	-204.615595105188	-223.929562017504	-427.497756645432	1.56835748854675e-234	1.42080615432744e-26	3.36252544927202e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005221985.1_ASM522198v1	Hydrogen bonds	7.55466745760977	0.205715377045839	6.8686827129352	-209.741665957814	-231.682083356326	-438.121166115322	-204.551426257545	-223.896723805922	-427.740686714784	1.39608349264482e-234	1.26635790019813e-26	2.93619514482799e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222005.1_ASM522200v1	Hydrogen bonds	7.55218799393618	0.206588114646724	6.86545790130876	-210.377093456926	-232.9178012008	-441.139665995369	-205.186853756657	-225.132441650396	-430.75918659483	3.1711011965342e-235	5.18458936033282e-27	1.08237040985153e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222025.1_ASM522202v1	Hydrogen bonds	7.55460204528193	0.205831830673768	6.86824144506451	-209.693477536074	-231.552537575904	-437.899600046173	-204.503237835805	-223.7671780255	-427.519120645635	1.54535529662227e-234	1.35138362630474e-26	3.46332325272665e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222045.1_ASM522204v1	Hydrogen bonds	7.55464866687929	0.2057843894017	6.86847820806945	-209.744571913854	-231.599423802496	-438.214870837598	-204.554332213584	-223.814064252092	-427.83439143706	1.32912020760929e-234	1.22396776988332e-26	2.90369710364989e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222065.1_ASM522206v1	Hydrogen bonds	7.55491887301883	0.20577711903435	6.86856001820898	-209.662618376883	-231.548062419935	-437.940230249937	-204.472378676614	-223.762702869531	-427.559750849399	1.51391556118297e-234	1.3156763815566e-26	3.29241738208053e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222125.1_ASM522212v1	Hydrogen bonds	6.8295512004936	0.200662284739209	6.45110886922216	-270.440800399958	-274.776424666807	-336.589213535018	-265.250560699689	-266.991065116403	-326.20873413448	AIC_Exponential	BIC_Exponential	6.82328957518406e-209	3.6967691926309e-06	7.33593691447455e-97
Successful	GCF_005222145.1_ASM522214v1	Hydrogen bonds	8.08537315680305	0.178580021173793	7.7079984430905	-303.604610233016	-320.141810658965	-474.22209887084	-298.414370532747	-312.356451108561	-463.841619470301	2.98873238371659e-244	6.7109189794568e-18	1.06478804384182e-137	AIC_Exponential	BIC_Exponential
Successful	GCF_005222165.1_ASM522216v1	Hydrogen bonds	8.09088677611446	0.174045602944813	7.7144710468844	-301.920849008374	-320.324106597404	-479.388676499827	-296.730609308104	-312.538747047001	-469.008197099288	3.31024746222237e-245	7.46747522476024e-19	7.04015473268565e-140	AIC_Exponential	BIC_Exponential
Successful	GCF_005222205.1_ASM522220v1	Hydrogen bonds	8.10367927269477	0.174407206400676	7.72382752673569	-298.770933863588	-316.015320523842	-468.160104788799	-293.580694163319	-308.229960973438	-457.77962538826	6.38990692910174e-243	1.00216654481729e-17	1.69252802120827e-137	AIC_Exponential	BIC_Exponential
Successful	GCF_005222225.1_ASM522222v1	Hydrogen bonds	7.53671290751693	0.198974199703023	6.87528793258645	-211.640563203842	-233.285844999025	-432.889643483788	-206.450323503573	-225.500485448622	-422.50916408325	3.30908113970817e-233	1.77977423529107e-25	1.63471274853149e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222245.1_ASM522224v1	Hydrogen bonds	7.34940404271982	0.175777845144304	6.86681426739618	-253.766510999169	-276.623701075124	-439.525342591454	-248.5762712989	-268.83834152472	-429.144863190915	AIC_Exponential	BIC_Exponential	7.52355684868317e-233	4.85455029110873e-20	4.44582936740548e-127
Successful	GCF_005222265.1_ASM522226v1	Hydrogen bonds	7.55502347830363	0.205617331357481	6.86888118388942	-209.636721986112	-231.507139357096	-438.138577151295	-204.446482285843	-223.721779806693	-427.758097750757	1.38601395470086e-234	1.20967892438164e-26	2.76144905080093e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222285.1_ASM522228v1	Hydrogen bonds	7.5516819882096	0.206923046151806	6.86689796563539	-210.947858368357	-233.223812320779	-439.211019527233	-205.757618668088	-225.438452770375	-428.830540126695	7.9718983411191e-235	1.32539589555898e-26	3.26586082998885e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222305.1_ASM522230v1	Hydrogen bonds	7.55298727679612	0.206131552361336	6.86625712992175	-210.228519859086	-232.610966189472	-442.701057994388	-205.038280158817	-224.825606639068	-432.320578593849	1.5116284875158e-235	2.71363600582819e-27	4.02319988809476e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005222325.1_ASM522232v1	Hydrogen bonds	7.55222819428669	0.206167135613934	6.86669405667157	-210.338429027806	-232.685792315354	-440.128064655986	-205.148189327537	-224.90043276495	-429.747585255448	5.30157239453247e-235	7.47425975862514e-27	1.43455958830845e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222345.1_ASM522234v1	Hydrogen bonds	7.55253779644668	0.207482486402068	6.86333448068023	-210.093952935988	-232.398301340958	-439.122936073945	-204.903713235719	-224.612941790554	-428.742456673406	7.97895613333174e-235	9.95250197659652e-27	4.42721015320925e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222365.1_ASM522236v1	Hydrogen bonds	7.55221333670861	0.206219005703417	6.86684442965332	-210.446358979189	-232.874006177105	-440.437585808812	-205.25611927892	-225.088646626701	-430.057106408274	AIC_Exponential	BIC_Exponential	4.54989463964184e-235	6.92827589767913e-27	1.26759985937314e-121
Successful	GCF_005222385.1_ASM522238v1	Hydrogen bonds	7.55483952146425	0.205645721380337	6.8688686467989	-209.684988175514	-231.542617469408	-437.959820147363	-204.494748475244	-223.757257919004	-427.579340746825	1.51247119823236e-234	1.31709537751544e-26	3.06047244276026e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222405.1_ASM522240v1	Hydrogen bonds	7.55164951473547	0.207060344105683	6.86639757250246	-210.927270530996	-233.194250635696	-439.407309070396	-205.737030830727	-225.408891085293	-429.026829669858	7.19522266806556e-235	1.22188873966213e-26	3.1782974966022e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005222425.1_ASM522242v1	Hydrogen bonds	7.55283910948284	0.206129831286704	6.86633894394004	-210.32579895055	-232.711842481412	-443.093867506078	-205.135559250281	-224.926482931008	-432.71338810554	1.25190286317912e-235	2.4266163291871e-27	3.33127715394277e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005222445.1_ASM522244v1	Hydrogen bonds	7.5528360997911	0.20613631442736	6.866328516728	-210.327476678369	-232.722701742234	-443.08815838613	-205.1372369781	-224.93734219183	-432.707678985591	1.25495845959806e-235	2.43344621911067e-27	3.35135137863425e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005222465.1_ASM522246v1	Hydrogen bonds	7.59729623872354	0.18852358184003	6.88293076055791	-191.096763133557	-221.863939364139	-445.238624194774	-185.906523433287	-214.078579813735	-434.858144794236	7.81734134996124e-236	6.39609440663664e-31	9.62527536039022e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_005222505.1_ASM522250v1	Hydrogen bonds	7.70089035825932	0.155200310232116	7.07101787133644	-186.698425508817	-223.489067020247	-398.590580319499	-181.508185808547	-215.703707469843	-388.21010091896	2.63406095920678e-225	6.41881219538499e-24	2.60866907450693e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_005222565.1_ASM522256v1	Hydrogen bonds	7.10706572603227	0.139744162675037	6.79321391169041	-306.927347317627	-333.872973596449	-472.092047007467	-301.737107617358	-326.087614046045	-461.711567606929	1.20647608109747e-236	4.77822915260106e-17	1.72240949049669e-141	AIC_Exponential	BIC_Exponential
Successful	GCF_005222585.1_ASM522258v1	Hydrogen bonds	7.10935211890273	0.130385238457552	6.79534246315298	-300.470170162174	-332.347173519499	-475.448074240292	-295.279930461905	-324.561813969095	-465.067594839753	9.66290966374085e-237	2.3913131166816e-18	1.02242313949361e-144	AIC_Exponential	BIC_Exponential
Successful	GCF_005222625.1_ASM522262v1	Hydrogen bonds	7.11049231110181	0.134255280415394	6.79753524891564	-304.903866399149	-333.345291286481	-481.093468422032	-299.71362669888	-325.559931736077	-470.712989021494	3.30202984034573e-238	1.53057836869188e-18	7.28159930188448e-145	AIC_Exponential	BIC_Exponential
Successful	GCF_005234075.1_ASM523407v1	Hydrogen bonds	7.25923835746073	0.201683986869738	6.80777240688732	-282.509905531065	-294.115766532544	-446.157980958501	-277.319665830795	-286.33040698214	-435.777501557963	1.57575044753652e-234	5.9008249634861e-17	4.12741286334274e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005234095.1_ASM523409v1	Hydrogen bonds	7.34155966728409	0.152891385549078	6.8112490357705	-225.14147640259	-267.181405219488	-495.821383676579	-219.951236702321	-259.396045669084	-485.440904276041	1.0994210440664e-243	1.00752882339049e-33	2.31544465943008e-144	AIC_Exponential	BIC_Exponential
Successful	GCF_005234115.1_ASM523411v1	Hydrogen bonds	7.12091227822939	0.211779141563849	6.44972586239816	-215.771310128971	-230.863037681646	-424.685760615717	-210.581070428702	-223.077678131242	-414.305281215178	1.96659546713338e-229	1.57296259989718e-23	1.05631778033851e-114	AIC_Exponential	BIC_Exponential
Successful	GCF_005234135.1_ASM523413v1	Hydrogen bonds	7.76892429283469	0.181668631026307	7.23723468349884	-235.140655817757	-256.297498545788	-401.670797158857	-229.950416117488	-248.512138995384	-391.290317758318	2.14708983381983e-227	2.47730124838094e-17	4.46818717232479e-120	AIC_Exponential	BIC_Exponential
Successful	GCF_005239365.1_ASM523936v1	Hydrogen bonds	7.37245136884316	0.210434710044007	6.79096099951991	-245.320122448533	-262.908401946913	-458.358161705508	-240.129882748263	-255.123042396509	-447.97768230497	AIC_Exponential	BIC_Exponential	5.98273265971085e-238	3.54693852625996e-24	1.85046350986337e-123
Successful	GCF_005280255.1_ASM528025v1	Hydrogen bonds	7.97918451530077	0.229968652685641	7.38779586119177	-257.573610051322	-275.233486071223	-484.125782354505	-252.383370351053	-267.448126520819	-473.745302953967	4.24986819970719e-247	2.56763454302798e-26	4.70807291060189e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_005280275.1_ASM528027v1	Hydrogen bonds	7.55176357724456	0.216821436485158	6.95335071681861	-243.025557542308	-261.27186731516	-447.870423886263	-237.835317842039	-253.486507764756	-437.489944485725	6.85604474651443e-237	6.69752479502737e-23	6.63215997899618e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_005280295.1_ASM528029v1	Hydrogen bonds	8.13591709738791	0.27046601444016	7.60676076348259	-304.045411576836	-310.523316763221	-505.732353658959	-298.855171876567	-302.737957212817	-495.351874258421	3.98988400159377e-253	2.32693157820473e-22	2.79385445322358e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_005280315.1_ASM528031v1	Hydrogen bonds	8.00305099260166	0.234848562514141	7.15849820086982	-190.494777509524	-206.047313607041	-458.350769372482	-185.304537809255	-198.261954056637	-447.970289971944	7.20074121365673e-242	2.71518434967473e-33	6.5975782215522e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005280355.1_ASM528035v1	Hydrogen bonds	7.208044108185	0.192868058171923	6.83484114183879	-311.277268041391	-325.959050542291	-460.979378342625	-306.087028341121	-318.173690991887	-450.598898942087	4.0378613678645e-237	4.08355249908474e-15	7.21193348515343e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_005280375.1_ASM528037v1	Hydrogen bonds	7.21068593696616	0.196355240905975	6.83331274355902	-311.563774707979	-325.559318911674	-461.061337880327	-306.37353500771	-317.77395936127	-450.680858479788	2.98716783849125e-237	4.32802185072617e-15	4.02272116574619e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_005280415.1_ASM528041v1	Hydrogen bonds	7.20637044199868	0.199645399561855	6.81085480320088	-305.074937436627	-318.041355386427	-456.964005402505	-299.884697736358	-310.255995836023	-446.583526001967	1.8848283750927e-236	2.1279743235539e-15	1.64151287090303e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_005280435.1_ASM528043v1	Hydrogen bonds	7.21102676934048	0.194544149737237	6.82702675041129	-306.752574132811	-320.489773733524	-456.499344485618	-301.562334432542	-312.70441418312	-446.11886508508	3.05783435344392e-236	4.02359415184122e-15	1.43074644166925e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_005280655.1_ASM528065v1	Hydrogen bonds	7.38059011221922	0.148562825298474	6.66512094025075	-160.367899831224	-198.383622955188	-437.053484225723	-155.177660130955	-190.598263404785	-426.673004825185	2.81310465186379e-231	9.10883556414926e-35	3.28133382772878e-133	AIC_Exponential	BIC_Exponential
Successful	GCF_005280675.1_ASM528067v1	Hydrogen bonds	7.20854062304685	0.203600900915487	6.81237029538618	-306.237316666435	-317.529887972188	-452.899711382425	-301.047076966166	-309.744528421785	-442.519231981886	1.03531282586435e-235	9.90880368617527e-15	8.41043735192984e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_005280695.1_ASM528069v1	Hydrogen bonds	7.207092564478	0.196170641340863	6.82527309272025	-309.319488230322	-324.748058167278	-459.859566777938	-304.129248530053	-316.962698616874	-449.479087377399	5.68488275974366e-237	3.18271698909702e-15	6.85001459035138e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_005280715.1_ASM528071v1	Hydrogen bonds	7.21307327212078	0.191732558021182	6.83171334395261	-305.731484579154	-321.175133430001	-454.282018110643	-300.541244878885	-313.389773879597	-443.901538710105	1.05008543999036e-235	5.73931129669279e-15	9.53724833181557e-126	AIC_Exponential	BIC_Exponential
Successful	GCF_005280735.1_ASM528073v1	Hydrogen bonds	7.93503546371693	0.215678505270544	7.21201751070364	-209.473502593556	-228.52744961213	-474.60396354882	-204.283262893287	-220.742090061726	-464.223484148282	1.50305151697679e-244	7.85465562789359e-33	7.5101478323122e-129	AIC_Exponential	BIC_Exponential
Successful	GCF_005280755.1_ASM528075v1	Hydrogen bonds	7.31571981033163	0.136468132263938	6.91305140771142	-253.596436522133	-277.066251978697	-417.869097611992	-248.406196821863	-269.280892428293	-407.488618211454	3.2677953103088e-226	6.45880596933057e-17	4.12504183633814e-132	AIC_Exponential	BIC_Exponential
Successful	GCF_005281435.1_ASM528143v1	Hydrogen bonds	7.68352279600122	0.199759394037569	6.90645036515952	-182.455144551585	-212.050203187519	-442.634453425173	-177.264904851316	-204.264843637115	-432.253974024635	4.49872386388257e-236	5.78118357445008e-32	3.32655392813442e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_005281455.1_ASM528145v1	Hydrogen bonds	7.20225919213756	0.198595272294662	6.81961685982246	-307.534454388849	-317.065833949973	-447.028602008721	-302.34421468858	-309.280474399569	-436.648122608182	2.61826943219362e-234	7.82304476386885e-14	1.24678762440241e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_005281475.1_ASM528147v1	Hydrogen bonds	7.36829883806392	0.157069197785542	6.62960626692363	-160.863992044834	-191.172241401627	-437.444567977766	-155.673752344564	-183.386881851223	-427.064088577228	1.03078398903924e-231	8.61530636453432e-35	4.05363669577624e-131	AIC_Exponential	BIC_Exponential
Successful	GCF_005304985.1_ASM530498v1	Hydrogen bonds	7.57307551176347	0.212304127834799	6.59238631862496	-138.78297698957	-158.777441487637	-359.587405283574	-133.592737289301	-150.992081937234	-349.206925883036	AIC_Exponential	BIC_Exponential	2.80919762222598e-218	2.18302855179081e-25	1.37608904030551e-103
Successful	GCF_005305005.1_ASM530500v1	Hydrogen bonds	8.00213907376789	0.199849453715124	7.4134096481664	-241.259552199826	-263.185691808124	-515.136061820456	-236.069312499556	-255.40033225772	-504.755582419917	4.65897274612507e-253	2.17307447306807e-34	4.43316469751095e-141	AIC_Exponential	BIC_Exponential
Successful	GCF_005311005.1_ASM531100v1	Hydrogen bonds	7.26037861139368	0.173553185874387	6.66130133463076	-208.642058375685	-233.091840277968	-401.093897150747	-203.451818675415	-225.306480727564	-390.713417750209	3.75255932978816e-224	5.24205633263062e-21	5.29365624916425e-119	AIC_Exponential	BIC_Exponential
Successful	GCF_005311585.1_ASM531158v1	Hydrogen bonds	8.09482911373698	0.224360040320018	7.59272786906706	-279.765548451204	-290.670799892785	-453.970130458562	-274.575308750935	-282.885440342382	-443.589651058023	3.04217502615691e-241	2.12211206699846e-18	1.96853459065783e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_005341445.1_ASM534144v1	Hydrogen bonds	7.60053164146996	0.247198918841039	7.13119542166183	-288.763056808856	-291.821073526024	-398.497493597292	-283.572817108587	-284.03571397562	-388.117014196753	2.33147064319334e-227	2.25985935786239e-10	1.58765652435058e-104	AIC_Exponential	BIC_Exponential
Successful	GCF_005341465.1_ASM534146v1	Hydrogen bonds	7.60028451183359	0.247413629050445	7.13120405591738	-289.184893124797	-292.196154426375	-399.285678220787	-283.994653424528	-284.410794875971	-388.905198820249	1.58284505625914e-227	2.0638662256052e-10	1.20335437917401e-104	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_005347485.1_ASM534748v1	Hydrogen bonds	8.1009443122647	NA	7.91236577762383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_005347505.1_ASM534750v1	Hydrogen bonds	7.20412971377492	0.174452354423696	6.65445367214162	-231.777680436431	-260.691413784115	-461.570325733693	-226.587440736161	-252.906054233711	-451.189846333155	1.33414197979583e-236	7.8036428934901e-27	3.53785253562384e-131	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_005347525.1_ASM534752v1	Hydrogen bonds	7.75558853217024	NA	7.23040540540541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_005377625.1_ASM537762v1	Hydrogen bonds	7.80722502368883	0.142093015339369	7.39208595190001	-259.904103368822	-289.996866261814	-465.306908686835	-254.713863668553	-282.21150671141	-454.926429286297	2.9081216204185e-239	7.00764506423637e-23	2.52960898635153e-143	AIC_Exponential	BIC_Exponential
Successful	GCF_005377825.1_ASM537782v1	Hydrogen bonds	7.75998678596764	0.187972553957886	6.8849171920102	-150.343889229337	-183.377642922534	-429.591105155203	-145.153649529068	-175.59228337213	-419.210625754664	2.18012301996332e-233	2.59231352929793e-35	1.8631888949288e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_005406285.1_ASM540628v1	Hydrogen bonds	7.83382436352526	0.151466014777106	7.38977606991469	-241.194656145432	-270.685282537697	-382.62361427503	-236.004416445162	-262.899922987293	-372.243134874492	1.6738848251199e-222	5.14400687765463e-14	1.11875517528314e-123	AIC_Exponential	BIC_Exponential
